|"cod_pessoa|data_coleta|genero|data_nascimento|animal_estimacao|clima|bebida_favorita|hobbies"
4|"10143516|2020-07-09|Feminino|1957-07-13|cachorro|quente|Vinho|Praticar esporte"
0|"10141679|2020-02-02|Masculino|1950-10-23|cachorro|quente|Café|Escrever"
1|"10142041|2020-02-02|Masculino|1977-07-27|tartaruga|quente|refrigerante|Praticar esporte"
2|"10142638|2020-02-02|Feminino|1982-03-03|peixe|quente|refrigerante|Dormir"
3|"10143389|2020-02-02|Masculino|1965-03-02|tartaruga|moderado|refrigerante|Escrever"
0|"10141590|2020-10-25|Feminino|1953-12-02|tartaruga|moderado|Chá|Escutar música"
1|"10141649|2020-10-25|Feminino|1970-08-03|cachorro|moderado|Café|Dormir"
2|"10141914|2020-10-25|Masculino|1980-10-21|peixe|quente|Água|Praticar esporte"
3|"10142200|2020-10-25|Masculino|1950-06-09|peixe|quente|refrigerante|Dormir"
4|"10142245|2020-10-25|Masculino|1997-09-04|gato|moderado|refrigerante|Escrever"
5|"10142400|2020-10-25|Masculino|1974-08-23|gato|moderado|Água|Aprender algo novo"
6|"10142485|2020-10-25|Masculino|1993-10-28|tartaruga|moderado|Café|Escrever"
7|"10142802|2020-10-25|Masculino|1992-09-24|tartaruga|frio|Vinho|Aprender algo novo"
8|"10143096|2020-10-25|Masculino|1960-11-22|gato|frio|Vinho|Praticar esporte"
9|"10143218|2020-10-25|Masculino|1992-09-29|cachorro|frio|refrigerante|Assistir TV"
10|"10143225|2020-10-25|Masculino|1958-11-10|gato|frio|Chá|Aprender algo novo"
11|"10143230|2020-10-25|Masculino|1989-11-19|gato|quente|Cerveja|Praticar esporte"
0|"10141799|2020-01-21|Feminino|1984-01-07|gato|quente|refrigerante|Pintar quadros"
1|"10142117|2020-01-21|Masculino|1988-04-23|cachorro|frio|refrigerante|Dormir"
2|"10142380|2020-01-21|Masculino|1997-12-30|peixe|quente|Chá|Escrever"
3|"10142559|2020-01-21|Masculino|1955-11-03|peixe|frio|Cerveja|Escutar música"
4|"10142921|2020-01-21|Masculino|1999-09-22|gato|moderado|Cerveja|Dormir"
5|"10143421|2020-01-21|Feminino|1967-12-12|tartaruga|frio|Água|Dormir"
6|"10143553|2020-01-21|Masculino|1986-02-22|peixe|quente|Café|Praticar esporte"
0|"10141529|2020-03-12|Feminino|1957-08-18|peixe|moderado|refrigerante|Dormir"
1|"10142164|2020-03-12|Masculino|1982-01-02|gato|moderado|Chá|Aprender algo novo"
2|"10143197|2020-03-12|Masculino|1970-01-31|gato|quente|Cerveja|Escrever"
0|"10141532|2020-06-04|Feminino|1990-08-10|peixe|moderado|Água|Aprender algo novo"
1|"10141563|2020-06-04|Feminino|1956-11-28|cachorro|frio|Chá|Praticar esporte"
2|"10141658|2020-06-04|Feminino|1963-03-04|gato|moderado|Chá|Escrever"
3|"10142121|2020-06-04|Feminino|1986-05-09|gato|frio|Café|Escutar música"
4|"10142491|2020-06-04|Masculino|1954-06-10|cachorro|quente|Água|Pintar quadros"
5|"10142639|2020-06-04|Feminino|1964-12-25|cachorro|moderado|refrigerante|Escrever"
6|"10142716|2020-06-04|Masculino|1953-03-22|gato|quente|Água|Aprender algo novo"
7|"10142887|2020-06-04|Masculino|1951-07-03|gato|moderado|Café|Dormir"
8|"10142926|2020-06-04|Masculino|1993-04-04|gato|quente|refrigerante|Assistir TV"
9|"10143321|2020-06-04|Masculino|1990-05-01|gato|quente|Chá|Assistir TV"
10|"10143403|2020-06-04|Masculino|1990-07-22|peixe|quente|Chá|Pintar quadros"
11|"10143491|2020-06-04|Masculino|1965-02-01|peixe|frio|refrigerante|Escutar música"
0|"10141586|2020-06-08|Feminino|1957-12-25|gato|frio|Chá|Praticar esporte"
1|"10141703|2020-06-08|Feminino|1982-01-29|cachorro|quente|Água|Escutar música"
2|"10141939|2020-06-08|Feminino|1999-09-12|tartaruga|quente|Cerveja|Aprender algo novo"
3|"10141990|2020-06-08|Feminino|1982-12-05|gato|moderado|Água|Praticar esporte"
4|"10142199|2020-06-08|Masculino|1958-10-24|gato|quente|Chá|Escutar música"
5|"10143369|2020-06-08|Masculino|1952-10-30|tartaruga|quente|Café|Dormir"
6|"10143487|2020-06-08|Masculino|1953-09-15|peixe|frio|Cerveja|Praticar esporte"
0|"10141945|2020-01-24|Feminino|1953-10-30|tartaruga|moderado|Café|Dormir"
1|"10142043|2020-01-24|Masculino|1999-05-30|cachorro|moderado|Cerveja|Ler livros"
2|"10142519|2020-01-24|Masculino|1992-12-23|tartaruga|moderado|Água|Ler livros"
3|"10143475|2020-01-24|Feminino|1991-12-28|gato|quente|Vinho|Escutar música"
4|"10143613|2020-01-24|Feminino|1982-11-20|gato|quente|Chá|Pintar quadros"
0|"10142097|2020-08-11|Feminino|1962-12-29|cachorro|quente|Café|Praticar esporte"
1|"10142701|2020-08-11|Masculino|1954-11-03|gato|quente|Vinho|Ler livros"
2|"10142823|2020-08-11|Masculino|1981-10-18|cachorro|moderado|Café|Pintar quadros"
3|"10143360|2020-08-11|Masculino|1957-01-21|gato|frio|Cerveja|Dormir"
4|"10143364|2020-08-11|Masculino|1997-02-07|tartaruga|moderado|Café|Praticar esporte"
5|"10143434|2020-08-11|Feminino|1994-03-02|gato|quente|Cerveja|Escutar música"
0|"10141536|2020-04-11|Feminino|1978-07-06|cachorro|frio|Chá|Escrever"
1|"10141654|2020-04-11|Feminino|1955-12-27|cachorro|frio|Cerveja|Aprender algo novo"
2|"10141871|2020-04-11|Feminino|1955-12-29|peixe|moderado|Vinho|Escutar música"
3|"10141997|2020-04-11|Feminino|1996-11-04|gato|quente|Chá|Assistir TV"
4|"10142139|2020-04-11|Feminino|1951-06-07|cachorro|frio|Chá|Praticar esporte"
5|"10142695|2020-04-11|Masculino|1990-10-26|cachorro|frio|refrigerante|Praticar esporte"
6|"10142930|2020-04-11|Masculino|1965-01-06|tartaruga|quente|Chá|Pintar quadros"
7|"10143257|2020-04-11|Masculino|1968-08-29|gato|frio|Cerveja|Pintar quadros"
8|"10143567|2020-04-11|Feminino|1962-04-25|gato|moderado|Chá|Assistir TV"
0|"10141608|2020-06-16|Feminino|1967-05-23|gato|quente|refrigerante|Escrever"
1|"10141815|2020-06-16|Feminino|1987-05-27|tartaruga|moderado|refrigerante|Dormir"
2|"10141962|2020-06-16|Feminino|1955-02-04|cachorro|quente|Água|Aprender algo novo"
3|"10142137|2020-06-16|Masculino|1971-04-04|cachorro|frio|Café|Assistir TV"
4|"10142275|2020-06-16|Masculino|1981-03-17|cachorro|moderado|Café|Escutar música"
5|"10142315|2020-06-16|Masculino|1999-10-20|gato|quente|Vinho|Assistir TV"
6|"10142818|2020-06-16|Masculino|1986-07-07|peixe|moderado|Cerveja|Aprender algo novo"
7|"10142993|2020-06-16|Masculino|1968-11-12|gato|frio|Café|Assistir TV"
8|"10143454|2020-06-16|Feminino|1955-12-17|tartaruga|quente|Vinho|Pintar quadros"
0|"10141758|2020-06-23|Masculino|1992-10-03|gato|frio|Chá|Ler livros"
1|"10141901|2020-06-23|Feminino|1998-01-15|gato|quente|Cerveja|Escrever"
2|"10142280|2020-06-23|Masculino|1963-08-06|peixe|moderado|Chá|Dormir"
3|"10143209|2020-06-23|Masculino|1982-11-29|gato|quente|Chá|Aprender algo novo"
0|"10141542|2020-12-18|Masculino|1972-07-05|gato|frio|Chá|Pintar quadros"
1|"10141685|2020-12-18|Masculino|1999-07-12|peixe|quente|Café|Assistir TV"
2|"10141726|2020-12-18|Feminino|1989-09-25|gato|frio|Café|Assistir TV"
3|"10141759|2020-12-18|Masculino|1966-05-05|gato|moderado|Água|Escrever"
4|"10142077|2020-12-18|Masculino|1993-12-23|cachorro|moderado|Água|Pintar quadros"
5|"10142124|2020-12-18|Feminino|1977-10-21|cachorro|quente|Cerveja|Escrever"
6|"10143353|2020-12-18|Masculino|1954-09-19|gato|frio|refrigerante|Aprender algo novo"
0|"10141876|2020-12-19|Feminino|1972-12-20|gato|frio|Vinho|Aprender algo novo"
1|"10141899|2020-12-19|Masculino|1969-09-18|gato|moderado|Chá|Pintar quadros"
2|"10143110|2020-12-19|Masculino|1951-07-25|gato|moderado|refrigerante|Praticar esporte"
3|"10143158|2020-12-19|Feminino|1988-10-18|gato|quente|refrigerante|Escutar música"
4|"10143159|2020-12-19|Feminino|1956-07-16|peixe|quente|Café|Escutar música"
0|"10141716|2020-09-28|Feminino|1971-10-06|tartaruga|quente|Vinho|Praticar esporte"
1|"10142353|2020-09-28|Masculino|1978-10-19|gato|frio|Água|Ler livros"
2|"10142376|2020-09-28|Masculino|1950-04-15|gato|quente|Chá|Assistir TV"
3|"10142740|2020-09-28|Masculino|1956-04-04|gato|moderado|Cerveja|Pintar quadros"
4|"10142878|2020-09-28|Masculino|1952-12-14|cachorro|frio|Café|Escutar música"
5|"10142897|2020-09-28|Masculino|1995-06-10|gato|quente|Café|Ler livros"
0|"10142386|2020-02-27|Masculino|1974-04-22|cachorro|quente|Água|Assistir TV"
1|"10142832|2020-02-27|Masculino|1967-08-17|gato|quente|Chá|Dormir"
2|"10143316|2020-02-27|Masculino|1954-05-29|cachorro|frio|Vinho|Escutar música"
3|"10143325|2020-02-27|Masculino|1985-09-19|peixe|frio|Vinho|Escutar música"
0|"10142547|2020-09-26|Masculino|1985-12-07|cachorro|quente|refrigerante|Escutar música"
1|"10142645|2020-09-26|Feminino|1989-08-10|gato|quente|Chá|Escrever"
2|"10143269|2020-09-26|Feminino|1991-05-24|gato|frio|Chá|Praticar esporte"
3|"10143297|2020-09-26|Masculino|1953-05-23|peixe|quente|Vinho|Dormir"
4|"10143406|2020-09-26|Feminino|1998-12-26|peixe|moderado|refrigerante|Escrever"
5|"10143431|2020-09-26|Masculino|1955-08-10|tartaruga|moderado|Água|Dormir"
0|"10142107|2020-09-29|Masculino|1985-11-23|tartaruga|frio|Vinho|Pintar quadros"
0|"10141585|2020-04-06|Feminino|1979-08-18|tartaruga|frio|refrigerante|Pintar quadros"
0|"10141711|2020-08-19|Masculino|1952-08-27|gato|quente|Vinho|Aprender algo novo"
1|"10142038|2020-08-19|Feminino|1956-01-29|peixe|moderado|Cerveja|Escutar música"
2|"10142217|2020-08-19|Masculino|1956-06-04|gato|frio|Cerveja|Dormir"
3|"10142251|2020-08-19|Masculino|1951-11-21|gato|moderado|Café|Escrever"
4|"10142436|2020-08-19|Masculino|1971-03-05|tartaruga|moderado|Vinho|Assistir TV"
5|"10142719|2020-08-19|Masculino|1962-06-20|cachorro|moderado|Chá|Escrever"
6|"10142764|2020-08-19|Masculino|1994-11-11|gato|moderado|refrigerante|Pintar quadros"
0|"10141762|2020-12-20|Masculino|1970-08-07|gato|moderado|Chá|Dormir"
1|"10142032|2020-12-20|Feminino|1991-10-17|gato|frio|Cerveja|Praticar esporte"
2|"10142869|2020-12-20|Masculino|1960-06-18|tartaruga|moderado|Chá|Praticar esporte"
0|"10141501|2020-11-05|Feminino|1984-05-22|tartaruga|frio|refrigerante|Assistir TV"
1|"10142417|2020-11-05|Masculino|1983-03-25|gato|frio|Chá|Ler livros"
2|"10142861|2020-11-05|Masculino|1964-06-12|gato|moderado|Café|Escrever"
3|"10143122|2020-11-05|Masculino|1981-08-23|peixe|frio|refrigerante|Escutar música"
4|"10143522|2020-11-05|Masculino|1965-11-12|cachorro|quente|Chá|Escutar música"
0|"10141756|2020-10-27|Masculino|1992-04-17|cachorro|frio|Chá|Assistir TV"
1|"10142283|2020-10-27|Masculino|1997-01-14|gato|quente|Chá|Ler livros"
2|"10142524|2020-10-27|Masculino|1962-08-25|tartaruga|quente|Café|Ler livros"
3|"10142743|2020-10-27|Masculino|1988-07-21|gato|frio|Água|Dormir"
4|"10142910|2020-10-27|Masculino|1994-07-29|gato|quente|Cerveja|Ler livros"
5|"10143054|2020-10-27|Masculino|1981-03-26|gato|frio|Café|Praticar esporte"
0|"10141887|2020-09-02|Feminino|1979-12-23|tartaruga|quente|Chá|Assistir TV"
1|"10142001|2020-09-02|Feminino|1997-05-07|gato|moderado|Chá|Assistir TV"
2|"10142063|2020-09-02|Masculino|1967-11-18|cachorro|moderado|refrigerante|Dormir"
3|"10142114|2020-09-02|Feminino|1992-02-11|gato|moderado|refrigerante|Escrever"
4|"10143615|2020-09-02|Feminino|1961-06-02|cachorro|frio|Água|Praticar esporte"
0|"10141602|2020-09-09|Feminino|1996-04-20|peixe|frio|Água|Ler livros"
1|"10141664|2020-09-09|Masculino|1970-09-27|gato|quente|Vinho|Praticar esporte"
2|"10141666|2020-09-09|Feminino|1974-02-02|cachorro|moderado|Água|Ler livros"
3|"10142246|2020-09-09|Masculino|1998-07-14|tartaruga|frio|Cerveja|Praticar esporte"
4|"10142938|2020-09-09|Masculino|1989-08-19|cachorro|frio|Chá|Pintar quadros"
5|"10143151|2020-09-09|Feminino|1981-07-23|cachorro|moderado|Café|Escrever"
6|"10143289|2020-09-09|Masculino|1985-11-27|gato|moderado|Café|Dormir"
0|"10142027|2020-10-18|Feminino|1957-01-07|gato|frio|refrigerante|Escrever"
1|"10142190|2020-10-18|Masculino|1965-04-01|cachorro|quente|Café|Pintar quadros"
2|"10142350|2020-10-18|Masculino|1968-08-21|gato|moderado|Cerveja|Pintar quadros"
3|"10142755|2020-10-18|Masculino|1981-03-05|gato|quente|Cerveja|Escutar música"
4|"10143105|2020-10-18|Masculino|1953-07-01|gato|frio|refrigerante|Dormir"
5|"10143116|2020-10-18|Masculino|1956-06-07|tartaruga|frio|Água|Assistir TV"
6|"10143584|2020-10-18|Feminino|1992-09-04|gato|frio|Café|Escutar música"
0|"10141734|2020-04-12|Feminino|1974-06-25|cachorro|moderado|Cerveja|Dormir"
1|"10141900|2020-04-12|Feminino|1970-12-03|peixe|moderado|refrigerante|Ler livros"
2|"10142348|2020-04-12|Masculino|1959-06-10|gato|quente|Cerveja|Praticar esporte"
3|"10142860|2020-04-12|Masculino|1961-08-09|cachorro|frio|Café|Escutar música"
4|"10143318|2020-04-12|Feminino|1990-06-12|cachorro|quente|Café|Dormir"
0|"10141745|2020-01-07|Masculino|1982-10-19|cachorro|quente|Cerveja|Dormir"
1|"10141826|2020-01-07|Feminino|1973-01-26|peixe|moderado|refrigerante|Escrever"
2|"10142330|2020-01-07|Masculino|1982-03-16|gato|moderado|refrigerante|Aprender algo novo"
3|"10142711|2020-01-07|Masculino|1960-06-19|cachorro|moderado|Água|Aprender algo novo"
4|"10143397|2020-01-07|Feminino|1972-10-31|peixe|frio|Café|Pintar quadros"
0|"10141613|2020-09-10|Feminino|1952-07-30|gato|moderado|Cerveja|Ler livros"
1|"10141919|2020-09-10|Feminino|1993-06-22|gato|moderado|Cerveja|Aprender algo novo"
2|"10141925|2020-09-10|Feminino|1998-01-03|peixe|moderado|Água|Assistir TV"
3|"10141970|2020-09-10|Feminino|1982-02-25|cachorro|frio|Vinho|Assistir TV"
4|"10142167|2020-09-10|Masculino|1953-04-20|gato|moderado|Cerveja|Dormir"
5|"10142191|2020-09-10|Masculino|1990-08-13|peixe|moderado|refrigerante|Ler livros"
6|"10142441|2020-09-10|Masculino|1995-10-24|gato|moderado|Vinho|Escrever"
7|"10142514|2020-09-10|Masculino|1968-11-10|cachorro|frio|Café|Aprender algo novo"
8|"10143201|2020-09-10|Masculino|1985-06-07|cachorro|quente|Chá|Escrever"
9|"10143552|2020-09-10|Feminino|1959-05-17|gato|moderado|Água|Dormir"
0|"10141625|2020-04-22|Feminino|1960-10-13|tartaruga|frio|refrigerante|Praticar esporte"
1|"10142068|2020-04-22|Feminino|1993-07-12|gato|frio|Café|Aprender algo novo"
2|"10143044|2020-04-22|Masculino|1958-01-22|tartaruga|moderado|Cerveja|Aprender algo novo"
3|"10143541|2020-04-22|Feminino|1999-10-18|cachorro|quente|Vinho|Assistir TV"
4|"10143596|2020-04-22|Masculino|1991-05-20|cachorro|moderado|Água|Praticar esporte"
0|"10141819|2020-09-20|Feminino|1968-08-06|peixe|quente|refrigerante|Assistir TV"
1|"10142596|2020-09-20|Masculino|1973-09-13|gato|moderado|Água|Assistir TV"
2|"10143112|2020-09-20|Masculino|1951-11-22|gato|moderado|Cerveja|Aprender algo novo"
3|"10143427|2020-09-20|Masculino|1952-03-27|tartaruga|quente|Água|Pintar quadros"
4|"10143467|2020-09-20|Feminino|1975-01-23|gato|quente|Chá|Aprender algo novo"
0|"10142109|2020-02-11|Masculino|1998-05-24|peixe|quente|Café|Assistir TV"
1|"10142521|2020-02-11|Masculino|1973-09-13|cachorro|frio|Chá|Praticar esporte"
2|"10143134|2020-02-11|Feminino|1963-10-06|peixe|quente|Vinho|Dormir"
3|"10143180|2020-02-11|Masculino|1983-09-30|peixe|quente|Água|Dormir"
4|"10143314|2020-02-11|Masculino|1981-02-07|gato|frio|Cerveja|Ler livros"
5|"10143433|2020-02-11|Feminino|1977-07-19|peixe|moderado|Vinho|Escutar música"
0|"10141601|2020-04-26|Feminino|1998-07-10|gato|quente|Café|Escrever"
1|"10141880|2020-04-26|Masculino|1997-08-13|gato|quente|Chá|Escutar música"
2|"10141912|2020-04-26|Feminino|1954-04-13|gato|quente|Cerveja|Praticar esporte"
3|"10141969|2020-04-26|Feminino|1985-03-17|peixe|frio|Vinho|Aprender algo novo"
4|"10141980|2020-04-26|Feminino|1962-10-10|peixe|moderado|refrigerante|Praticar esporte"
5|"10142568|2020-04-26|Masculino|1997-12-17|gato|moderado|Café|Dormir"
6|"10142827|2020-04-26|Masculino|1970-02-15|gato|quente|refrigerante|Dormir"
7|"10142974|2020-04-26|Masculino|1989-02-27|tartaruga|quente|Vinho|Dormir"
0|"10141683|2020-03-14|Feminino|1987-06-14|gato|quente|Cerveja|Aprender algo novo"
1|"10141850|2020-03-14|Feminino|1964-01-04|tartaruga|frio|Chá|Escutar música"
2|"10142062|2020-03-14|Feminino|1971-08-11|gato|quente|Cerveja|Praticar esporte"
3|"10142430|2020-03-14|Masculino|1954-02-20|tartaruga|quente|Vinho|Escrever"
4|"10142484|2020-03-14|Masculino|1980-09-26|gato|frio|Café|Ler livros"
5|"10142541|2020-03-14|Masculino|1958-09-19|cachorro|frio|Cerveja|Escrever"
6|"10142680|2020-03-14|Masculino|1996-09-22|gato|moderado|Cerveja|Dormir"
7|"10143523|2020-03-14|Feminino|1953-02-24|tartaruga|frio|refrigerante|Pintar quadros"
0|"10142154|2020-12-06|Masculino|1953-06-03|gato|frio|Água|Dormir"
1|"10142313|2020-12-06|Masculino|1967-09-19|gato|moderado|Vinho|Escrever"
2|"10142856|2020-12-06|Masculino|1969-06-12|gato|quente|Chá|Pintar quadros"
0|"10141530|2020-06-02|Feminino|1980-12-29|peixe|quente|Chá|Escutar música"
1|"10142589|2020-06-02|Masculino|1995-03-09|cachorro|frio|Cerveja|Assistir TV"
2|"10142692|2020-06-02|Masculino|1970-11-12|gato|moderado|Cerveja|Pintar quadros"
0|"10141521|2020-01-10|Feminino|1984-03-14|gato|frio|Cerveja|Assistir TV"
1|"10141653|2020-01-10|Feminino|1957-11-24|tartaruga|quente|Cerveja|Escrever"
2|"10142206|2020-01-10|Masculino|1997-09-29|cachorro|quente|Cerveja|Aprender algo novo"
3|"10142556|2020-01-10|Masculino|1967-01-11|gato|quente|Água|Ler livros"
4|"10142828|2020-01-10|Masculino|1961-12-12|gato|quente|Café|Aprender algo novo"
5|"10143119|2020-01-10|Feminino|1961-11-13|gato|frio|Café|Assistir TV"
6|"10143472|2020-01-10|Feminino|1979-01-03|peixe|moderado|Vinho|Aprender algo novo"
0|"10141674|2020-11-03|Feminino|1963-03-14|gato|quente|Cerveja|Aprender algo novo"
1|"10141994|2020-11-03|Feminino|1958-12-01|gato|moderado|refrigerante|Dormir"
2|"10143190|2020-11-03|Masculino|1966-09-03|peixe|quente|Vinho|Escutar música"
3|"10143322|2020-11-03|Masculino|1997-11-19|tartaruga|moderado|Cerveja|Escrever"
0|"10141560|2020-12-30|Feminino|1969-06-05|tartaruga|quente|Café|Ler livros"
1|"10142072|2020-12-30|Masculino|1960-02-29|peixe|frio|refrigerante|Escrever"
2|"10142286|2020-12-30|Masculino|1966-08-31|peixe|moderado|refrigerante|Aprender algo novo"
3|"10142466|2020-12-30|Masculino|1969-01-19|cachorro|quente|Chá|Praticar esporte"
4|"10143067|2020-12-30|Masculino|1961-12-25|peixe|quente|Cerveja|Escutar música"
5|"10143595|2020-12-30|Masculino|1958-01-22|tartaruga|frio|Café|Pintar quadros"
0|"10142557|2020-02-10|Masculino|1972-01-06|tartaruga|frio|Água|Pintar quadros"
1|"10142820|2020-02-10|Masculino|1983-07-05|tartaruga|quente|refrigerante|Praticar esporte"
2|"10143231|2020-02-10|Masculino|1982-01-16|gato|frio|Cerveja|Pintar quadros"
3|"10143521|2020-02-10|Feminino|1976-06-15|gato|frio|Água|Ler livros"
0|"10142418|2020-12-07|Masculino|1995-05-04|tartaruga|quente|Água|Dormir"
1|"10142435|2020-12-07|Masculino|1953-10-28|peixe|frio|Água|Pintar quadros"
2|"10143420|2020-12-07|Masculino|1968-12-17|gato|moderado|refrigerante|Praticar esporte"
0|"10141760|2020-12-24|Masculino|1978-08-03|gato|quente|Chá|Escrever"
1|"10141806|2020-12-24|Feminino|1993-04-22|gato|frio|refrigerante|Dormir"
2|"10141888|2020-12-24|Feminino|1983-12-27|gato|quente|refrigerante|Escrever"
3|"10142181|2020-12-24|Masculino|1998-07-29|peixe|moderado|Chá|Praticar esporte"
4|"10142352|2020-12-24|Masculino|1953-06-15|gato|quente|Água|Escrever"
5|"10142863|2020-12-24|Masculino|1965-08-11|cachorro|quente|refrigerante|Pintar quadros"
6|"10142981|2020-12-24|Masculino|1953-09-04|gato|moderado|Vinho|Praticar esporte"
7|"10143114|2020-12-24|Masculino|1967-12-24|gato|quente|Cerveja|Praticar esporte"
8|"10143535|2020-12-24|Masculino|1957-01-24|cachorro|moderado|Cerveja|Ler livros"
0|"10141995|2020-08-31|Feminino|1985-08-27|peixe|frio|refrigerante|Assistir TV"
1|"10142434|2020-08-31|Masculino|1979-11-28|tartaruga|quente|Água|Dormir"
2|"10142651|2020-08-31|Masculino|1956-02-27|gato|moderado|refrigerante|Pintar quadros"
3|"10142725|2020-08-31|Masculino|1991-03-27|tartaruga|quente|refrigerante|Praticar esporte"
4|"10142754|2020-08-31|Masculino|1982-06-21|gato|moderado|Chá|Pintar quadros"
5|"10143368|2020-08-31|Feminino|1993-07-27|gato|quente|Cerveja|Escrever"
0|"10141597|2020-09-24|Feminino|1985-03-09|peixe|moderado|Chá|Escrever"
1|"10141977|2020-09-24|Feminino|1980-10-31|tartaruga|frio|refrigerante|Escutar música"
2|"10142499|2020-09-24|Masculino|1973-12-31|peixe|frio|refrigerante|Pintar quadros"
3|"10142723|2020-09-24|Masculino|1980-04-07|gato|moderado|Cerveja|Praticar esporte"
4|"10142899|2020-09-24|Masculino|1954-06-03|cachorro|quente|Café|Dormir"
5|"10143168|2020-09-24|Feminino|1959-06-22|gato|quente|Cerveja|Dormir"
0|"10141845|2020-04-09|Masculino|1952-01-05|peixe|frio|Cerveja|Praticar esporte"
1|"10141952|2020-04-09|Feminino|1955-05-17|cachorro|moderado|Chá|Ler livros"
2|"10142693|2020-04-09|Masculino|1987-04-23|gato|quente|Café|Assistir TV"
0|"10142653|2020-11-14|Masculino|1979-09-23|gato|frio|Café|Praticar esporte"
1|"10143126|2020-11-14|Masculino|1967-07-13|gato|moderado|Água|Praticar esporte"
0|"10142016|2020-06-27|Masculino|1988-09-25|gato|moderado|refrigerante|Pintar quadros"
1|"10142351|2020-06-27|Masculino|1965-11-14|peixe|frio|Cerveja|Praticar esporte"
2|"10142634|2020-06-27|Feminino|1967-04-30|gato|moderado|Vinho|Dormir"
3|"10143238|2020-06-27|Masculino|1976-01-29|tartaruga|frio|Cerveja|Dormir"
0|"10141502|2020-11-23|Masculino|1998-06-27|gato|quente|Café|Aprender algo novo"
1|"10142536|2020-11-23|Masculino|1996-11-03|gato|quente|Água|Praticar esporte"
2|"10142859|2020-11-23|Masculino|1987-09-05|peixe|quente|Café|Praticar esporte"
3|"10143308|2020-11-23|Feminino|1973-02-22|peixe|quente|Vinho|Escrever"
4|"10143480|2020-11-23|Masculino|1981-03-25|gato|moderado|Água|Escrever"
5|"10143520|2020-11-23|Masculino|1964-09-13|tartaruga|moderado|Café|Praticar esporte"
6|"10143606|2020-11-23|Feminino|1951-05-26|peixe|frio|Vinho|Pintar quadros"
0|"10141693|2020-07-24|Feminino|1991-03-28|tartaruga|quente|Vinho|Escutar música"
1|"10142263|2020-07-24|Masculino|1962-11-27|gato|frio|Vinho|Praticar esporte"
2|"10142343|2020-07-24|Masculino|1954-08-16|gato|moderado|Café|Ler livros"
3|"10143023|2020-07-24|Masculino|1991-10-29|peixe|frio|Cerveja|Aprender algo novo"
4|"10143244|2020-07-24|Masculino|1961-03-14|gato|frio|Chá|Escrever"
5|"10143341|2020-07-24|Feminino|1957-10-22|peixe|frio|Água|Escrever"
6|"10143502|2020-07-24|Masculino|1977-07-09|tartaruga|quente|Cerveja|Escrever"
0|"10141942|2020-01-11|Feminino|1950-03-04|peixe|frio|Chá|Pintar quadros"
1|"10142080|2020-01-11|Masculino|1960-04-11|cachorro|moderado|Vinho|Aprender algo novo"
2|"10142218|2020-01-11|Masculino|1958-03-11|gato|frio|Água|Assistir TV"
3|"10142782|2020-01-11|Feminino|1976-02-06|gato|frio|Água|Assistir TV"
4|"10142939|2020-01-11|Masculino|1976-11-05|gato|quente|Café|Aprender algo novo"
5|"10143031|2020-01-11|Masculino|1992-12-10|tartaruga|quente|Vinho|Pintar quadros"
6|"10143579|2020-01-11|Masculino|1993-06-14|tartaruga|quente|Café|Escutar música"
0|"10141847|2020-10-17|Masculino|1987-06-13|cachorro|frio|Cerveja|Escutar música"
1|"10142224|2020-10-17|Masculino|1975-10-18|cachorro|moderado|Café|Ler livros"
2|"10142824|2020-10-17|Masculino|1963-01-04|tartaruga|quente|Vinho|Assistir TV"
3|"10143183|2020-10-17|Masculino|1989-03-17|cachorro|quente|Água|Assistir TV"
4|"10143571|2020-10-17|Masculino|1988-08-02|peixe|moderado|Café|Escutar música"
0|"10141548|2020-07-19|Feminino|1961-12-15|cachorro|quente|Chá|Dormir"
1|"10141924|2020-07-19|Feminino|1971-02-06|gato|moderado|Chá|Escrever"
2|"10142081|2020-07-19|Masculino|1985-03-06|cachorro|quente|Chá|Escutar música"
3|"10142438|2020-07-19|Masculino|1968-08-04|cachorro|frio|Café|Escutar música"
4|"10142613|2020-07-19|Feminino|1985-01-11|gato|moderado|Cerveja|Ler livros"
5|"10143212|2020-07-19|Masculino|1980-02-21|peixe|moderado|Água|Pintar quadros"
6|"10143605|2020-07-19|Feminino|1978-12-08|gato|moderado|Vinho|Aprender algo novo"
0|"10141557|2020-04-13|Feminino|1980-01-14|cachorro|moderado|Café|Ler livros"
1|"10142338|2020-04-13|Masculino|1983-02-11|cachorro|moderado|Chá|Escutar música"
0|"10142144|2020-06-26|Masculino|1961-05-20|peixe|quente|refrigerante|Aprender algo novo"
1|"10142624|2020-06-26|Feminino|1956-07-20|tartaruga|frio|Chá|Aprender algo novo"
2|"10142942|2020-06-26|Masculino|1994-08-16|tartaruga|quente|refrigerante|Escrever"
3|"10143263|2020-06-26|Masculino|1970-09-03|peixe|frio|Chá|Dormir"
0|"10142321|2020-10-11|Masculino|1961-04-21|gato|moderado|refrigerante|Pintar quadros"
1|"10142599|2020-10-11|Masculino|1984-04-12|tartaruga|frio|Café|Praticar esporte"
2|"10142940|2020-10-11|Masculino|1960-08-06|cachorro|quente|refrigerante|Escrever"
3|"10143504|2020-10-11|Feminino|1954-11-16|cachorro|frio|Café|Assistir TV"
